Date,Open,High,Low,Close,Adj Close,Volume
2020-01-08,56.0,56.75,55.70000076293945,56.25,53.82332992553711,3078686
2020-01-09,56.54999923706055,58.20000076293945,56.54999923706055,57.79999923706055,55.306461334228516,6282472
2020-01-10,57.75,59.5,57.349998474121094,58.95000076293945,56.40685272216797,10571670
2020-01-13,59.20000076293945,59.849998474121094,58.849998474121094,59.400001525878906,56.837440490722656,5570014
2020-01-14,59.5,60.349998474121094,59.20000076293945,60.20000076293945,57.60292434692383,5841008
2020-01-15,60.29999923706055,61.099998474121094,59.900001525878906,60.900001525878906,58.272727966308594,5808570
2020-01-16,61.099998474121094,61.349998474121094,60.349998474121094,61.0,58.368412017822266,14551255
2020-01-17,61.099998474121094,62.099998474121094,60.79999923706055,61.54999923706055,58.894683837890625,6414265
2020-01-20,61.54999923706055,61.70000076293945,59.900001525878906,60.25,57.6507682800293,8384043
2020-01-21,59.599998474121094,60.29999923706055,59.349998474121094,59.54999923706055,56.98096466064453,6250007
2020-01-22,59.900001525878906,60.0,58.900001525878906,59.150001525878906,56.59822082519531,8871316
2020-01-23,59.0,60.25,58.900001525878906,60.150001525878906,57.55508041381836,8476777
2020-01-24,60.0,61.95000076293945,59.75,61.20000076293945,58.559783935546875,6085340
2020-01-27,60.79999923706055,62.0,60.349998474121094,60.70000076293945,58.081356048583984,7343803
2020-01-28,60.70000076293945,61.79999923706055,60.25,60.75,58.12919616699219,7799785
2020-01-29,61.349998474121094,62.0,60.400001525878906,60.900001525878906,58.272727966308594,5292349
2020-01-30,60.650001525878906,61.54999923706055,59.0,60.29999923706055,57.6986083984375,15197956
2020-01-31,60.5,60.599998474121094,57.599998474121094,58.099998474121094,55.59352111816406,7977888
2020-02-03,55.099998474121094,56.400001525878906,54.650001525878906,54.900001525878906,52.53157043457031,5011428
2020-02-04,55.29999923706055,56.79999923706055,54.599998474121094,56.400001525878906,53.966861724853516,8418747
2020-02-05,56.900001525878906,57.349998474121094,56.150001525878906,57.20000076293945,54.73234558105469,4115182
2020-02-06,57.04999923706055,58.20000076293945,56.849998474121094,57.70000076293945,55.210777282714844,3658979
2020-02-07,57.400001525878906,58.20000076293945,57.349998474121094,58.0,55.497833251953125,3340932
2020-02-10,57.70000076293945,58.150001525878906,55.95000076293945,56.95000076293945,54.493133544921875,3640927
2020-02-11,57.0,57.849998474121094,56.849998474121094,57.650001525878906,55.162933349609375,3188511
2020-02-12,57.79999923706055,58.25,55.75,56.0,53.58411407470703,4132841
2020-02-13,55.849998474121094,55.95000076293945,54.75,55.29999923706055,52.91431427001953,6687073
2020-02-14,55.29999923706055,55.599998474121094,53.54999923706055,53.79999923706055,51.479026794433594,7158438
2020-02-17,53.900001525878906,53.95000076293945,51.5,51.75,49.51746368408203,5167878
2020-02-18,51.75,51.95000076293945,50.599998474121094,51.54999923706055,49.326087951660156,5096324
2020-02-19,52.0,52.349998474121094,50.79999923706055,51.349998474121094,49.13471984863281,7216081
2020-02-20,51.849998474121094,52.650001525878906,50.900001525878906,51.599998474121094,49.373931884765625,22312622
2020-02-24,51.5,52.650001525878906,50.849998474121094,51.849998474121094,49.61315155029297,8835835
2020-02-25,52.150001525878906,52.95000076293945,51.54999923706055,51.70000076293945,49.46962356567383,7099808
2020-02-26,51.099998474121094,51.150001525878906,48.79999923706055,49.349998474121094,47.22100067138672,22209900
2020-02-27,49.45000076293945,49.650001525878906,47.5,49.29999923706055,47.17315673828125,18385687
2020-02-28,47.70000076293945,48.54999923706055,46.04999923706055,46.70000076293945,44.685325622558594,24044762
2020-03-02,47.099998474121094,47.79999923706055,43.25,43.79999923706055,41.910430908203125,17866454
2020-03-03,44.349998474121094,45.04999923706055,43.400001525878906,44.400001525878906,42.48455047607422,11775256
2020-03-04,44.04999923706055,45.25,43.349998474121094,44.75,42.81945037841797,8268039
2020-03-05,44.45000076293945,45.79999923706055,43.900001525878906,44.25,42.34102249145508,11568670
2020-03-06,43.29999923706055,44.150001525878906,41.45000076293945,43.04999923706055,41.192787170410156,8034080
2020-03-09,42.04999923706055,42.25,38.400001525878906,39.75,38.035152435302734,12055075
2020-03-11,39.400001525878906,40.04999923706055,37.79999923706055,37.900001525878906,36.26496505737305,13031174
2020-03-12,36.0,41.349998474121094,33.849998474121094,40.349998474121094,38.6092643737793,41974955
2020-03-13,37.900001525878906,42.79999923706055,34.599998474121094,42.150001525878906,40.33161544799805,36149525
2020-03-16,40.79999923706055,41.45000076293945,39.650001525878906,40.45000076293945,38.7049560546875,11109146
2020-03-17,40.45000076293945,42.54999923706055,38.5,38.95000076293945,37.26966857910156,9356819
2020-03-18,39.54999923706055,39.95000076293945,34.70000076293945,35.099998474121094,33.58575439453125,12710992
2020-03-19,33.20000076293945,36.70000076293945,32.75,34.20000076293945,32.724586486816406,11396652
2020-03-20,34.349998474121094,37.5,34.0,36.70000076293945,35.116737365722656,12777728
2020-03-23,34.349998474121094,35.0,31.200000762939453,32.900001525878906,31.480670928955078,7631822
2020-03-24,33.150001525878906,34.95000076293945,31.200000762939453,34.400001525878906,32.915958404541016,11652363
2020-03-25,34.29999923706055,35.650001525878906,34.0,35.0,33.490074157714844,5874349
2020-03-26,35.349998474121094,35.75,33.45000076293945,35.20000076293945,33.68144607543945,11152198
2020-03-27,35.849998474121094,36.849998474121094,33.25,33.95000076293945,32.48537063598633,9984277
2020-03-30,33.95000076293945,33.95000076293945,32.04999923706055,32.29999923706055,30.906551361083984,9090303
2020-03-31,32.79999923706055,33.599998474121094,32.45000076293945,32.849998474121094,31.432823181152344,7034191
2020-04-01,32.29999923706055,32.79999923706055,31.350000381469727,31.549999237060547,30.188905715942383,5645202
2020-04-03,31.75,31.899999618530273,29.950000762939453,30.149999618530273,28.84930419921875,10639666
2020-04-07,31.799999237060547,34.29999923706055,30.799999237060547,33.650001525878906,32.19831466674805,12216361
2020-04-08,33.650001525878906,36.45000076293945,32.95000076293945,35.650001525878906,34.11203384399414,13337227
2020-04-09,36.29999923706055,37.0,35.599998474121094,36.5,34.92536163330078,6744006
2020-04-13,36.650001525878906,36.900001525878906,35.0,35.900001525878906,34.35124588012695,4971715
2020-04-15,36.599998474121094,37.5,34.54999923706055,35.04999923706055,33.53791809082031,8241923
2020-04-16,35.04999923706055,35.5,34.5,34.70000076293945,33.20301818847656,9452838
2020-04-17,35.599998474121094,36.29999923706055,34.04999923706055,34.400001525878906,32.915958404541016,11813368
2020-04-20,34.650001525878906,34.650001525878906,33.20000076293945,33.54999923706055,32.10262680053711,24632398
