Date,Open,High,Low,Close,Adj Close,Volume
2020-01-08,2.25,2.3499999046325684,2.25,2.3499999046325684,2.3499999046325684,447211
2020-01-09,2.3499999046325684,2.4000000953674316,2.25,2.299999952316284,2.299999952316284,986356
2020-01-10,2.25,2.3499999046325684,2.25,2.25,2.25,328319
2020-01-13,2.25,2.3499999046325684,2.25,2.3499999046325684,2.3499999046325684,376601
2020-01-14,2.299999952316284,2.3499999046325684,2.25,2.299999952316284,2.299999952316284,692315
2020-01-15,2.299999952316284,2.3499999046325684,2.25,2.299999952316284,2.299999952316284,389759
2020-01-16,2.3499999046325684,2.450000047683716,2.299999952316284,2.4000000953674316,2.4000000953674316,1103904
2020-01-17,2.4000000953674316,2.75,2.299999952316284,2.549999952316284,2.549999952316284,2264667
2020-01-20,2.549999952316284,2.799999952316284,2.5,2.5999999046325684,2.5999999046325684,1182263
2020-01-21,2.5999999046325684,2.75,2.5999999046325684,2.5999999046325684,2.5999999046325684,635624
2020-01-22,2.5999999046325684,2.700000047683716,2.450000047683716,2.5,2.5,1329405
2020-01-23,2.5,2.5999999046325684,2.4000000953674316,2.5,2.5,1458971
2020-01-24,2.549999952316284,2.5999999046325684,2.4000000953674316,2.450000047683716,2.450000047683716,1028223
2020-01-27,2.5,2.5,2.4000000953674316,2.4000000953674316,2.4000000953674316,522953
2020-01-28,2.4000000953674316,2.5,2.3499999046325684,2.3499999046325684,2.3499999046325684,751447
2020-01-29,2.4000000953674316,2.5,2.3499999046325684,2.4000000953674316,2.4000000953674316,584654
2020-01-30,2.450000047683716,2.450000047683716,2.3499999046325684,2.4000000953674316,2.4000000953674316,600690
2020-01-31,2.450000047683716,2.450000047683716,2.3499999046325684,2.4000000953674316,2.4000000953674316,359869
2020-02-03,2.3499999046325684,2.3499999046325684,2.200000047683716,2.299999952316284,2.299999952316284,759821
2020-02-04,2.25,2.75,2.25,2.75,2.75,3558586
2020-02-05,2.9000000953674316,3.25,2.6500000953674316,2.75,2.75,3458761
2020-02-06,2.700000047683716,2.799999952316284,2.5,2.549999952316284,2.549999952316284,1088213
2020-02-07,2.75,3.049999952316284,2.75,3.049999952316284,3.049999952316284,10106922
2020-02-10,3.5,3.6500000953674316,3.299999952316284,3.6500000953674316,3.6500000953674316,5474815
2020-02-11,4.0,4.0,4.0,4.0,4.0,890418
2020-02-12,4.349999904632568,4.400000095367432,3.5999999046325684,3.5999999046325684,3.5999999046325684,14227429
2020-02-13,3.3499999046325684,3.950000047683716,3.299999952316284,3.5,3.5,7566783
2020-02-14,3.5,3.6500000953674316,3.25,3.299999952316284,3.299999952316284,3124886
2020-02-17,3.450000047683716,3.5999999046325684,3.200000047683716,3.549999952316284,3.549999952316284,3563301
2020-02-18,3.549999952316284,3.549999952316284,3.200000047683716,3.200000047683716,3.200000047683716,2522540
2020-02-19,3.200000047683716,3.299999952316284,3.1500000953674316,3.1500000953674316,3.1500000953674316,2184195
2020-02-20,3.1500000953674316,3.299999952316284,3.049999952316284,3.25,3.25,1803291
2020-02-24,3.299999952316284,3.299999952316284,3.0999999046325684,3.0999999046325684,3.0999999046325684,978558
2020-02-25,3.1500000953674316,3.1500000953674316,2.950000047683716,2.950000047683716,2.950000047683716,1486241
2020-02-26,2.950000047683716,3.0,2.8499999046325684,2.8499999046325684,2.8499999046325684,1115612
2020-02-27,2.8499999046325684,2.950000047683716,2.75,2.75,2.75,1535539
2020-02-28,2.75,2.75,2.6500000953674316,2.6500000953674316,2.6500000953674316,918455
2020-03-02,2.700000047683716,2.75,2.549999952316284,2.549999952316284,2.549999952316284,1203764
2020-03-03,2.549999952316284,2.549999952316284,2.450000047683716,2.450000047683716,2.450000047683716,1079957
2020-03-04,2.549999952316284,2.549999952316284,2.3499999046325684,2.5,2.5,665721
2020-03-05,2.5,2.5999999046325684,2.5,2.549999952316284,2.549999952316284,320969
2020-03-06,2.5,2.549999952316284,2.450000047683716,2.450000047683716,2.450000047683716,276418
2020-03-09,2.3499999046325684,2.450000047683716,2.3499999046325684,2.3499999046325684,2.3499999046325684,351296
2020-03-11,2.3499999046325684,2.4000000953674316,2.25,2.299999952316284,2.299999952316284,1098232
2020-03-12,2.25,2.3499999046325684,2.25,2.25,2.25,884612
2020-03-13,2.200000047683716,2.3499999046325684,2.1500000953674316,2.3499999046325684,2.3499999046325684,875802
2020-03-16,2.299999952316284,2.450000047683716,2.299999952316284,2.4000000953674316,2.4000000953674316,763303
2020-03-17,2.5,2.5,2.3499999046325684,2.4000000953674316,2.4000000953674316,331101
2020-03-18,2.450000047683716,2.450000047683716,2.299999952316284,2.299999952316284,2.299999952316284,895833
2020-03-19,2.200000047683716,2.25,2.200000047683716,2.200000047683716,2.200000047683716,572629
2020-03-20,2.200000047683716,2.299999952316284,2.0999999046325684,2.0999999046325684,2.0999999046325684,927031
2020-03-23,2.0,2.0999999046325684,2.0,2.0,2.0,240688
2020-03-24,1.899999976158142,2.049999952316284,1.899999976158142,1.899999976158142,1.899999976158142,311141
2020-03-25,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,1.850000023841858,223718
2020-03-26,1.850000023841858,1.899999976158142,1.7999999523162842,1.899999976158142,1.899999976158142,719098
2020-03-27,1.850000023841858,1.9500000476837158,1.850000023841858,1.850000023841858,1.850000023841858,403856
2020-03-30,1.850000023841858,1.899999976158142,1.7999999523162842,1.850000023841858,1.850000023841858,389116
2020-03-31,1.850000023841858,1.899999976158142,1.7999999523162842,1.7999999523162842,1.7999999523162842,745985
2020-04-01,1.850000023841858,1.850000023841858,1.7999999523162842,1.850000023841858,1.850000023841858,580536
2020-04-03,1.850000023841858,1.899999976158142,1.7999999523162842,1.850000023841858,1.850000023841858,754124
2020-04-07,1.899999976158142,1.899999976158142,1.7999999523162842,1.899999976158142,1.899999976158142,695309
2020-04-08,1.9500000476837158,1.9500000476837158,1.899999976158142,1.9500000476837158,1.9500000476837158,219700
2020-04-09,2.0,2.0,1.899999976158142,2.0,2.0,925178
2020-04-13,2.049999952316284,2.0999999046325684,1.9500000476837158,2.0999999046325684,2.0999999046325684,609432
2020-04-15,2.0999999046325684,2.200000047683716,2.0999999046325684,2.200000047683716,2.200000047683716,737529
2020-04-16,2.299999952316284,2.299999952316284,2.200000047683716,2.299999952316284,2.299999952316284,339570
2020-04-17,2.4000000953674316,2.4000000953674316,2.299999952316284,2.4000000953674316,2.4000000953674316,286147
2020-04-20,2.5,2.5,2.5,2.5,2.5,179376
2020-04-21,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,753997
2020-04-22,2.700000047683716,2.700000047683716,2.700000047683716,2.700000047683716,2.700000047683716,338778
2020-04-23,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,243122
2020-04-24,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,685685
2020-04-27,3.0,3.0,2.799999952316284,2.799999952316284,2.799999952316284,2516422
2020-04-28,2.700000047683716,2.700000047683716,2.700000047683716,2.700000047683716,2.700000047683716,372529
2020-04-29,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.5999999046325684,261574
2020-04-30,2.5,2.5,2.5,2.5,2.5,416508
2020-05-04,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,550782
2020-05-05,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,270724
2020-05-06,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,365987
2020-05-07,2.0999999046325684,2.299999952316284,2.0999999046325684,2.299999952316284,2.299999952316284,581270
2020-05-08,2.4000000953674316,2.4000000953674316,2.299999952316284,2.4000000953674316,2.4000000953674316,970534
2020-05-11,2.5,2.5,2.450000047683716,2.5,2.5,487068
2020-05-12,2.5999999046325684,2.5999999046325684,2.549999952316284,2.5999999046325684,2.5999999046325684,745810
2020-05-13,2.700000047683716,2.700000047683716,2.5,2.700000047683716,2.700000047683716,1716918
